gender,weight,height,age,activity,goal,target_weight,days,calories,protein,carbs,fat
male,100,183,18,high,gain_weight,117,76,3903,195,525,113
male,56,179,30,low,lose_weight,50,119,1487,110,164,43
male,72,168,36,moderate,lose_weight,46,63,1830,145,213,43
female,97,167,35,high,build_muscle,121,161,3151,163,429,86
male,69,154,24,moderate,gain_weight,81,126,2576,126,326,84
female,53,169,34,high,gain_weight,60,84,2475,100,374,64
male,97,187,37,low,build_muscle,121,79,2620,210,299,64
female,71,181,24,moderate,lose_weight,61,155,1871,123,208,60
male,97,175,41,low,lose_weight,65,36,1635,160,129,52
male,83,176,37,low,lose_weight,64,63,1388,170,78,43
female,71,175,30,high,build_muscle,89,178,2981,152,392,89
male,74,153,19,high,lose_weight,67,132,2364,148,290,67
male,52,180,22,high,build_muscle,62,35,2961,84,478,78
male,94,164,27,high,gain_weight,100,40,3442,156,468,104
male,80,169,41,high,lose_weight,52,53,2236,138,261,70
male,69,183,41,high,build_muscle,84,110,3130,113,469,88
female,66,169,20,low,build_muscle,85,105,2176,114,275,68
female,91,175,41,high,gain_weight,116,38,3025,158,400,87
male,53,181,43,low,lose_weight,48,146,1534,88,217,34
female,69,165,23,high,gain_weight,72,151,2827,147,378,79
female,53,174,34,low,build_muscle,65,87,1804,93,227,57
female,96,167,39,moderate,build_muscle,108,172,2775,196,337,71
female,87,164,23,moderate,gain_weight,94,112,2989,189,366,85
female,87,165,45,moderate,lose_weight,56,87,1599,143,157,43
male,91,189,36,moderate,gain_weight,100,33,3288,180,439,89
male,56,184,31,low,build_muscle,67,36,2146,101,313,53
female,87,157,43,high,lose_weight,68,98,1761,187,136,51
male,83,156,29,high,build_muscle,93,136,3201,162,431,91
male,79,186,27,high,build_muscle,84,112,3473,162,511,86
male,75,162,18,high,build_muscle,90,135,3293,121,498,90
male,83,174,48,moderate,build_muscle,92,69,2929,162,374,86
male,59,150,45,moderate,gain_weight,66,95,2339,109,330,64
male,85,160,41,high,lose_weight,52,79,2050,183,181,65
male,50,166,32,low,lose_weight,34,157,951,93,88,24
female,86,158,38,high,gain_weight,109,113,2922,168,383,79
female,80,174,21,low,lose_weight,70,128,1347,145,91,44
male,53,152,47,moderate,build_muscle,64,99,2265,95,354,51
female,59,184,31,high,lose_weight,40,38,1690,110,224,38
female,98,168,39,high,gain_weight,119,45,3094,183,388,89
male,89,161,27,low,build_muscle,94,46,2590,191,267,83
male,92,159,44,low,build_muscle,97,106,2392,194,249,68
male,73,158,21,moderate,build_muscle,90,128,2789,143,352,89
female,53,154,43,moderate,lose_weight,35,113,1070,107,90,30
female,95,161,50,high,build_muscle,107,50,3142,171,385,101
female,73,185,40,moderate,gain_weight,84,178,2775,131,354,92
female,66,163,46,low,build_muscle,83,168,1920,124,221,59
male,55,184,45,high,gain_weight,60,91,2910,104,463,70
female,100,168,33,high,lose_weight,61,121,2216,181,235,60
male,97,190,38,moderate,lose_weight,63,34,2300,173,267,59
female,79,172,46,moderate,gain_weight,100,178,2741,130,353,89
female,95,150,39,high,build_muscle,102,34,2999,188,356,91
female,96,168,32,low,lose_weight,83,156,1467,155,129,36
female,56,174,43,moderate,lose_weight,43,123,1360,119,137,36
female,78,156,37,low,build_muscle,98,40,1864,153,181,58
female,83,173,48,high,gain_weight,88,66,2960,145,402,85
female,66,159,46,low,gain_weight,71,57,1732,137,166,57
female,92,173,21,high,gain_weight,99,108,3343,186,414,104
female,54,174,25,high,build_muscle,70,50,2758,102,384,89
female,68,175,43,moderate,gain_weight,72,67,2496,134,350,61
female,93,178,38,moderate,build_muscle,104,62,3062,177,362,100
male,73,186,43,moderate,gain_weight,89,159,3004,152,394,90
female,56,179,43,moderate,gain_weight,71,60,2252,106,319,60
female,91,183,33,moderate,gain_weight,95,54,3120,147,399,103
male,82,175,20,high,gain_weight,87,98,3437,156,520,80
male,67,190,29,moderate,build_muscle,85,56,3093,126,454,85
female,70,190,39,high,gain_weight,81,102,2994,128,454,73
male,63,152,35,low,gain_weight,68,76,1958,117,258,50
male,59,157,48,high,build_muscle,75,117,2682,103,382,82
female,91,170,46,high,lose_weight,73,86,1976,162,216,51
female,80,160,18,moderate,lose_weight,60,45,1680,144,161,50
female,75,153,31,low,lose_weight,53,125,941,131,53,22
male,78,178,19,moderate,gain_weight,89,122,3199,170,466,72
male,50,171,20,low,build_muscle,52,179,2143,106,314,50
female,84,175,27,high,build_muscle,86,146,3018,149,445,70
male,87,189,40,high,build_muscle,93,39,3555,176,508,90
female,83,174,33,low,gain_weight,105,83,2267,153,259,68
male,86,151,40,low,gain_weight,101,32,2274,177,273,52
male,60,162,28,moderate,lose_weight,45,90,1604,98,200,45
male,70,161,42,low,build_muscle,83,145,2154,120,257,71
female,65,167,46,moderate,gain_weight,80,73,2454,110,328,77
female,55,171,19,high,lose_weight,36,78,1647,89,229,41
male,51,181,37,high,build_muscle,61,167,2849,98,426,83
male,99,155,31,high,build_muscle,118,142,3560,183,469,105
male,51,161,40,low,build_muscle,55,118,2002,84,316,44
female,87,169,43,low,gain_weight,101,95,2172,156,251,59
female,69,170,46,moderate,build_muscle,82,92,2442,124,358,56
male,71,175,47,high,gain_weight,77,154,3046,149,389,99
female,60,170,47,high,build_muscle,77,174,2535,130,314,83
female,94,163,18,high,build_muscle,106,49,3335,179,432,98
female,55,159,24,moderate,build_muscle,61,174,2209,94,303,68
female,100,170,48,high,lose_weight,71,121,2125,218,188,55
female,82,158,19,low,build_muscle,102,110,2118,172,215,63
male,81,156,35,moderate,gain_weight,86,85,2743,133,409,63
male,99,180,38,moderate,lose_weight,85,64,2307,206,200,75
male,78,156,38,low,gain_weight,95,93,2201,157,268,55
female,82,187,19,low,build_muscle,102,170,2278,152,275,63
female,72,169,25,moderate,gain_weight,83,62,2559,148,308,81
male,66,157,42,high,build_muscle,69,142,2933,118,407,92
female,85,167,31,low,build_muscle,103,93,2062,136,260,52
female,66,162,28,moderate,build_muscle,82,32,2451,119,354,61
female,87,189,31,low,build_muscle,90,132,2319,144,280,68
male,79,161,22,low,gain_weight,100,113,2288,128,307,60
male,80,168,25,high,lose_weight,54,68,2384,146,283,74
female,58,187,34,moderate,lose_weight,50,38,1451,126,147,39
male,57,161,24,moderate,build_muscle,67,172,2674,93,385,84
female,88,167,42,moderate,build_muscle,90,154,2608,150,328,77
female,77,153,37,low,gain_weight,98,174,1904,129,236,48
female,100,150,44,low,lose_weight,80,131,1097,165,41,30
male,53,187,30,high,gain_weight,55,69,3025,107,457,85
female,56,176,28,moderate,lose_weight,38,159,1401,115,130,46
male,99,189,23,low,gain_weight,128,60,2839,193,351,73
female,94,184,41,low,build_muscle,120,57,2394,190,275,59
male,75,162,20,low,gain_weight,89,113,2202,131,305,50
male,79,190,49,moderate,lose_weight,65,85,1895,163,196,50
male,99,156,20,moderate,lose_weight,73,139,2119,169,230,57
male,75,185,36,moderate,gain_weight,80,124,3173,143,486,72
male,60,184,35,moderate,gain_weight,76,83,2755,109,399,79
female,74,190,22,high,build_muscle,89,126,3214,154,422,101
female,92,151,32,moderate,lose_weight,59,121,1667,182,136,43
male,79,163,40,moderate,lose_weight,66,37,1701,164,136,55
female,89,183,38,moderate,build_muscle,91,117,3006,183,373,86
female,69,177,46,low,gain_weight,89,39,1860,141,200,54
female,86,180,39,low,build_muscle,88,179,2269,169,242,69
male,87,183,23,high,gain_weight,103,115,3605,175,537,83
male,82,171,25,moderate,lose_weight,61,38,2023,173,221,49
male,52,184,47,high,gain_weight,58,105,2711,90,390,87
male,57,177,39,high,build_muscle,65,70,2895,124,454,64
female,54,165,43,moderate,gain_weight,61,81,2250,100,338,55
female,86,181,19,moderate,gain_weight,102,65,2946,140,436,71
male,55,173,44,moderate,build_muscle,62,122,2529,117,347,74
male,94,154,38,high,gain_weight,103,153,3376,181,412,110
female,89,166,32,moderate,build_muscle,102,82,2879,165,351,90
male,82,184,50,high,lose_weight,64,180,2211,174,234,63
male,97,186,46,moderate,build_muscle,124,165,3216,180,444,79
female,66,171,27,low,gain_weight,80,146,2028,141,247,52
male,63,189,20,low,gain_weight,81,104,2471,130,361,55
female,56,176,46,high,lose_weight,44,35,1528,120,174,38
male,89,157,19,high,build_muscle,93,177,3380,160,460,99
female,98,162,46,moderate,build_muscle,124,109,2670,162,328,78
female,79,171,18,low,build_muscle,83,162,2163,136,285,52
female,97,188,20,high,gain_weight,105,157,3622,169,506,101
female,100,172,28,high,gain_weight,102,71,3433,203,435,97
female,78,188,24,low,gain_weight,100,126,2340,144,272,74
female,63,180,39,low,gain_weight,81,93,2000,123,271,46
female,60,188,49,moderate,gain_weight,70,165,2300,101,332,62
female,77,159,28,high,gain_weight,90,159,2816,127,424,67
male,72,155,19,high,gain_weight,78,180,2966,142,426,77
female,83,190,31,moderate,build_muscle,89,62,2925,144,410,78
female,83,189,50,moderate,gain_weight,104,58,2862,168,346,89
female,74,179,23,high,build_muscle,87,32,2882,140,410,75
female,70,190,31,high,gain_weight,76,48,3000,150,438,71
male,88,167,20,high,lose_weight,83,155,2876,192,331,86
female,69,153,44,moderate,lose_weight,47,118,1180,123,84,38
male,76,184,39,moderate,build_muscle,82,128,2898,155,389,79
male,90,155,26,moderate,build_muscle,98,33,2990,177,362,92
female,67,155,43,high,build_muscle,87,49,2424,134,318,67
female,56,150,19,high,gain_weight,72,37,2397,108,360,58
male,52,170,36,high,lose_weight,31,169,1689,91,244,38
female,86,153,41,moderate,lose_weight,61,59,1553,153,155,35
male,66,151,48,high,build_muscle,84,148,2802,142,347,93
male,67,152,32,high,build_muscle,84,113,2931,145,435,67
female,96,178,43,high,lose_weight,84,83,2127,210,204,52
female,95,168,30,low,build_muscle,119,172,2418,192,252,70
female,59,169,33,high,lose_weight,41,153,1544,123,167,42
female,78,184,45,low,lose_weight,64,176,1171,135,78,34
male,92,171,21,moderate,lose_weight,81,152,2447,167,314,57
female,58,187,44,low,build_muscle,69,165,1998,114,251,59
male,77,175,21,high,build_muscle,91,176,3334,165,432,104
female,83,158,33,low,build_muscle,100,59,2140,155,245,59
female,57,173,19,moderate,gain_weight,60,147,2393,113,339,64
male,84,176,45,high,build_muscle,103,127,3151,183,382,98
female,59,161,45,high,build_muscle,68,31,2468,100,357,70
female,59,171,23,moderate,lose_weight,36,41,1530,101,197,37
female,56,181,49,high,build_muscle,70,158,2570,104,351,82
male,66,171,26,low,build_muscle,78,92,2270,128,299,62
male,80,187,40,high,build_muscle,85,63,3377,129,479,104
female,66,150,41,low,gain_weight,85,132,1894,143,196,59
male,86,165,27,low,gain_weight,107,49,2424,140,332,58
female,76,187,20,high,lose_weight,70,84,2329,156,284,62
female,70,185,33,high,gain_weight,73,173,2998,132,445,76
male,72,162,34,low,gain_weight,75,72,2135,141,243,65
female,54,175,18,low,gain_weight,57,35,2013,113,263,56
male,87,164,21,high,lose_weight,62,172,2408,149,323,57
male,72,171,33,low,build_muscle,78,105,2261,137,296,58
male,71,184,27,moderate,lose_weight,65,72,1982,135,237,54
male,65,157,45,moderate,build_muscle,76,140,2537,104,396,59
female,81,170,22,high,gain_weight,104,155,3162,176,453,71
female,74,178,24,high,lose_weight,63,46,2103,132,275,52
male,59,154,21,moderate,build_muscle,72,137,2601,126,393,57
male,76,160,26,high,lose_weight,49,154,2131,148,237,65
female,57,180,28,low,gain_weight,61,64,2048,122,252,60
female,54,188,24,low,build_muscle,59,180,1994,116,264,52
female,68,172,20,high,lose_weight,41,69,1818,126,203,55
male,68,162,44,moderate,build_muscle,79,164,2718,129,362,83
male,50,181,45,moderate,build_muscle,52,37,2500,92,350,80
female,61,182,19,moderate,lose_weight,46,126,1662,102,202,49
male,98,190,21,moderate,gain_weight,112,141,3459,185,427,111
male,95,170,43,high,build_muscle,98,46,3537,203,436,108
female,80,167,43,moderate,build_muscle,91,123,2571,148,304,84
female,65,164,21,low,gain_weight,74,94,1907,124,241,49
male,81,175,38,high,gain_weight,86,149,3326,161,423,109
male,94,177,36,high,gain_weight,108,48,3507,182,511,81
female,74,158,33,moderate,gain_weight,95,135,2639,145,369,64
male,50,183,47,high,build_muscle,56,91,2902,99,458,74
male,58,163,21,moderate,lose_weight,45,141,1579,121,188,37
female,99,166,24,high,lose_weight,83,31,2252,210,192,71
male,65,188,34,low,build_muscle,83,103,2283,114,337,52
female,92,150,29,moderate,gain_weight,106,98,2768,193,356,63
female,55,182,35,low,lose_weight,45,75,833,94,58,24
male,56,171,46,low,lose_weight,41,144,971,99,88,24
female,67,160,47,high,gain_weight,85,116,2488,137,356,56
female,51,151,26,moderate,gain_weight,61,68,2084,91,296,58
female,67,154,35,high,build_muscle,70,175,2450,136,303,76
male,77,168,44,low,build_muscle,98,148,2319,140,313,56
male,52,176,30,moderate,gain_weight,59,55,2551,92,366,79
male,51,188,18,low,lose_weight,31,76,1274,104,129,37
female,72,169,38,low,gain_weight,79,161,1987,152,219,55
male,79,169,38,moderate,build_muscle,91,119,2746,138,405,63
female,55,157,33,low,gain_weight,60,96,1811,99,240,50
female,70,185,46,moderate,gain_weight,91,48,2619,124,339,84
male,63,162,33,moderate,gain_weight,69,93,2765,134,380,78
male,55,170,39,high,build_muscle,66,63,2766,107,434,66
female,68,184,32,moderate,gain_weight,78,74,2667,139,365,71
female,83,188,24,moderate,lose_weight,56,71,1979,154,238,45
male,72,156,37,moderate,build_muscle,77,49,2745,155,326,90
female,88,166,34,low,lose_weight,66,36,1150,187,25,33
male,71,174,48,low,build_muscle,91,107,2125,118,285,56
female,60,187,45,moderate,build_muscle,73,70,2583,106,383,68
male,97,165,49,high,build_muscle,119,127,3247,176,410,99
female,86,164,42,high,gain_weight,94,135,2886,145,417,70
female,62,168,28,moderate,build_muscle,65,135,2466,116,316,81
female,99,183,33,moderate,build_muscle,106,88,3043,174,360,100
male,88,154,26,high,lose_weight,58,66,2233,152,259,65
male,85,188,18,high,lose_weight,55,43,2586,155,310,80
female,65,184,46,low,lose_weight,52,34,977,112,70,27
female,61,190,31,low,gain_weight,69,167,2165,108,274,70
female,100,156,39,moderate,gain_weight,122,173,2907,186,395,64
female,64,156,33,moderate,build_muscle,82,159,2237,106,313,62
female,97,154,35,high,lose_weight,65,68,2101,212,187,55
female,88,157,38,low,lose_weight,68,103,1103,176,25,33
female,50,176,29,moderate,gain_weight,63,68,2246,82,347,58
female,91,178,43,high,gain_weight,114,125,3219,169,432,90
female,94,180,46,low,gain_weight,103,138,2385,203,249,63
male,62,156,23,moderate,build_muscle,74,114,2651,102,371,84
male,75,162,49,moderate,lose_weight,53,31,1634,143,160,46
female,70,163,35,moderate,gain_weight,91,138,2448,129,299,81
female,65,165,47,low,lose_weight,41,93,759,104,41,19
male,99,150,43,high,gain_weight,121,39,3232,183,404,97
female,82,159,36,low,lose_weight,64,119,1066,140,49,34
female,56,154,35,moderate,gain_weight,67,82,2143,106,270,70
male,89,179,25,high,gain_weight,103,165,3545,164,528,86
female,73,175,47,low,lose_weight,63,110,1002,145,48,25
male,100,174,22,moderate,gain_weight,111,68,3413,209,428,95
male,82,151,45,low,build_muscle,86,142,2182,136,271,61
male,62,152,46,low,build_muscle,70,129,1910,108,245,54
female,57,185,48,moderate,build_muscle,72,38,2436,98,360,66
male,82,180,37,high,build_muscle,92,93,3460,132,474,114
male,69,181,43,low,build_muscle,87,127,2248,139,267,68
female,96,183,21,low,gain_weight,98,52,2526,190,281,70
female,78,164,44,low,gain_weight,91,86,2011,139,217,64
female,88,159,27,low,gain_weight,98,73,2102,180,195,66
female,100,150,27,moderate,gain_weight,118,121,2832,198,349,70
male,99,169,44,low,gain_weight,113,122,2593,211,295,62
male,78,169,34,moderate,build_muscle,83,91,2872,161,412,64
female,77,175,40,high,lose_weight,72,154,2323,156,305,52
female,86,171,24,high,lose_weight,76,147,2357,153,286,66
female,95,169,27,low,lose_weight,69,39,1261,164,58,40
female,89,174,45,high,build_muscle,93,147,3129,181,418,80
female,88,153,31,moderate,lose_weight,65,61,1632,164,123,53
male,76,171,44,high,build_muscle,80,72,3022,137,405,94
female,74,189,19,low,gain_weight,80,145,2332,120,326,60
male,94,176,28,moderate,build_muscle,104,94,3358,190,461,83
female,74,155,25,high,lose_weight,61,81,1711,156,158,50
male,53,150,34,low,build_muscle,65,163,1783,105,222,52
male,86,155,26,high,lose_weight,73,35,2300,148,278,66
female,58,163,47,high,lose_weight,46,32,1356,111,148,35
male,53,190,28,low,lose_weight,46,149,1514,97,192,39
female,75,176,19,low,build_muscle,83,138,2182,154,269,54
female,89,183,47,high,lose_weight,66,89,2196,176,252,53
male,89,152,19,high,gain_weight,111,36,3271,165,426,100
male,100,189,50,high,build_muscle,120,52,3721,167,518,108
male,92,175,32,high,gain_weight,107,113,3596,198,462,105
male,80,190,49,high,lose_weight,51,42,2316,140,304,59
female,81,165,42,low,lose_weight,74,108,1283,144,103,32
male,96,151,42,moderate,build_muscle,103,116,2860,200,336,79
female,98,159,50,high,gain_weight,107,60,3048,157,444,71
male,96,178,33,low,lose_weight,83,172,1624,206,87,49
female,87,174,45,moderate,gain_weight,100,84,2724,142,354,81
female,59,182,32,high,build_muscle,76,147,2838,118,444,65
female,51,155,48,moderate,gain_weight,60,97,2008,99,297,46
female,59,186,45,moderate,build_muscle,76,125,2422,126,332,65
male,52,151,24,low,build_muscle,59,153,1974,85,300,47
male,88,157,26,high,gain_weight,100,107,3328,177,482,76
female,89,167,25,low,build_muscle,101,93,2267,180,223,72
male,74,186,26,low,lose_weight,69,69,1561,153,137,44
male,57,168,50,moderate,build_muscle,74,177,2566,114,352,77
female,78,162,50,low,build_muscle,95,34,1959,169,176,63
male,82,182,37,low,lose_weight,55,38,1505,160,129,38
female,96,150,32,low,lose_weight,75,35,1254,202,40,31
male,81,189,47,moderate,build_muscle,91,143,3024,159,391,91
female,50,180,29,low,lose_weight,38,108,853,85,76,22
male,54,172,34,high,gain_weight,56,98,2898,92,441,84
female,92,170,35,low,lose_weight,81,82,1363,148,103,39
male,74,166,19,low,lose_weight,69,107,1684,155,160,46
female,100,154,47,high,lose_weight,88,112,1997,191,163,64
male,87,156,49,high,build_muscle,113,99,3116,172,404,89
female,71,159,45,high,gain_weight,83,112,2589,118,372,69
male,70,190,39,high,gain_weight,77,117,3321,118,491,97
female,87,190,37,low,gain_weight,100,59,2505,152,290,81
male,57,165,43,low,gain_weight,64,142,2154,123,274,62
female,87,177,39,low,lose_weight,59,172,1146,186,26,32
female,50,157,23,moderate,build_muscle,52,141,2198,97,303,65
male,51,170,31,high,build_muscle,63,112,2802,95,409,87
male,74,164,40,high,lose_weight,60,124,2081,139,257,54
female,52,177,43,high,build_muscle,55,110,2595,88,368,85
female,94,181,18,moderate,build_muscle,122,150,3208,202,426,77
male,99,162,47,high,gain_weight,112,122,3368,180,475,82
male,65,176,18,high,lose_weight,55,103,2237,142,274,63
male,73,169,48,high,build_muscle,81,97,2917,135,447,65
male,87,155,36,high,gain_weight,93,114,3104,159,457,70
female,93,159,31,low,lose_weight,81,162,1308,162,92,32
male,80,174,21,high,lose_weight,72,74,2343,167,254,72
male,88,175,26,moderate,gain_weight,109,117,3187,185,398,94
female,91,185,50,high,lose_weight,68,109,2234,163,270,55
female,81,170,25,high,lose_weight,65,51,2095,164,249,48
female,61,152,26,high,gain_weight,68,83,2527,134,333,73
female,76,161,40,low,gain_weight,92,114,1914,144,233,44
male,79,186,25,high,build_muscle,97,105,3642,151,571,83
female,83,189,32,low,build_muscle,107,48,2361,162,290,61
male,58,181,24,high,lose_weight,46,130,2110,95,294,61
female,72,180,41,high,build_muscle,89,165,2807,154,359,83
male,91,180,50,low,gain_weight,101,157,2534,163,329,62
female,76,183,32,low,build_muscle,79,103,2222,163,247,64
female,70,178,48,low,build_muscle,83,175,1962,133,254,45
male,80,168,40,low,gain_weight,102,126,2387,130,297,74
male,99,175,18,low,gain_weight,124,121,2687,160,347,72
male,62,175,18,low,gain_weight,80,65,2353,122,307,70
male,61,163,45,low,gain_weight,75,49,2094,104,266,67
female,56,157,47,high,gain_weight,68,98,2428,113,314,79
female,75,154,47,moderate,lose_weight,58,104,1344,161,103,31
male,67,163,48,high,lose_weight,40,83,1895,119,236,52
female,76,168,22,low,lose_weight,59,169,1142,151,75,26
male,56,184,45,moderate,build_muscle,63,131,2695,98,423,67
female,90,164,48,high,build_muscle,103,165,2841,178,361,75
female,78,150,22,low,build_muscle,81,91,2131,136,237,70
female,92,189,36,high,gain_weight,107,154,3438,152,489,96
male,94,151,44,low,gain_weight,109,42,2288,190,223,70
male,79,175,35,high,lose_weight,49,156,2234,173,270,51
male,64,167,35,high,gain_weight,66,85,2940,114,430,84
male,69,181,46,low,build_muscle,71,115,2141,137,272,55
female,67,165,24,high,gain_weight,87,52,2871,120,398,88
female,68,164,36,moderate,gain_weight,83,52,2461,135,330,66
female,93,172,29,high,lose_weight,79,163,2249,177,216,74
male,91,157,28,high,build_muscle,118,173,3372,189,451,90
female,94,162,28,high,lose_weight,79,84,2101,178,221,55
male,58,190,25,low,gain_weight,69,110,2363,116,331,63
male,74,161,23,low,lose_weight,59,105,1259,121,118,33
female,65,151,40,low,lose_weight,41,89,745,137,-6,24
male,66,164,25,moderate,lose_weight,60,62,1682,138,183,43
male,87,171,23,high,gain_weight,95,90,3541,167,498,97
female,59,169,40,high,lose_weight,50,152,1846,94,245,53
female,93,173,32,high,lose_weight,55,73,2270,193,242,58
female,86,160,23,moderate,lose_weight,80,169,2216,185,220,66
female,50,186,39,moderate,lose_weight,37,76,1277,90,136,40
male,87,172,42,moderate,gain_weight,105,88,3153,141,453,85
female,55,158,23,low,lose_weight,49,140,1254,101,142,30
female,85,160,43,high,lose_weight,74,177,2020,170,222,49
male,92,154,40,moderate,lose_weight,72,160,1817,184,156,50
female,80,174,22,moderate,gain_weight,84,101,2911,128,420,79
male,99,153,48,low,lose_weight,80,42,1438,160,124,33
female,87,157,32,low,lose_weight,79,148,1424,167,106,36
female,92,179,35,low,build_muscle,95,45,2287,151,277,63
female,88,175,39,moderate,build_muscle,107,127,2827,185,317,90
male,77,179,50,high,build_muscle,82,80,3067,166,380,97
male,51,186,40,low,gain_weight,63,154,2131,93,315,54
male,98,165,29,high,build_muscle,100,168,3516,188,509,80
female,80,187,48,low,gain_weight,89,109,2099,169,213,63
male,81,169,43,moderate,lose_weight,72,34,1932,133,231,52
female,57,184,38,low,gain_weight,62,44,2015,122,231,66
female,98,187,38,moderate,build_muscle,101,119,3064,171,390,90
male,75,160,19,moderate,build_muscle,85,64,2814,128,424,66
female,88,181,46,moderate,build_muscle,105,70,2830,143,413,67
female,84,159,19,low,lose_weight,57,59,1158,149,57,36
male,75,178,43,low,lose_weight,70,42,1232,154,75,34
male,82,178,31,moderate,build_muscle,90,83,3056,161,416,83
female,60,150,46,high,build_muscle,64,129,2201,120,294,60
female,93,175,37,low,gain_weight,95,178,2394,179,296,54
female,70,157,42,low,lose_weight,52,71,862,134,34,20
male,51,184,50,low,build_muscle,58,54,2061,106,257,67
male,80,175,38,moderate,lose_weight,68,50,1891,148,199,55
female,57,153,36,low,lose_weight,41,65,646,117,0,19
male,55,158,47,moderate,lose_weight,46,111,1421,120,161,32
female,88,169,45,high,lose_weight,52,69,2022,144,222,61
female,66,188,18,high,gain_weight,84,30,3155,139,480,75
female,89,160,30,low,gain_weight,104,46,2172,195,227,53
male,91,158,39,high,lose_weight,84,173,2732,153,334,87
male,78,189,47,high,lose_weight,65,41,2266,136,287,63
female,50,152,41,moderate,gain_weight,59,170,2015,81,311,49
male,82,154,30,high,lose_weight,52,136,2041,132,270,47
male,61,190,22,high,gain_weight,74,104,3265,131,520,72
male,85,181,42,high,lose_weight,57,79,2317,161,301,51
female,71,186,44,high,build_muscle,79,119,2914,134,412,81
female,71,164,34,moderate,gain_weight,90,38,2478,144,313,71
female,68,172,46,moderate,lose_weight,57,90,1400,110,137,45
female,90,163,33,high,build_muscle,92,150,2916,177,380,76
male,58,151,33,high,lose_weight,53,88,1826,96,257,45
male,84,161,20,high,gain_weight,100,146,3268,160,483,76
male,95,185,32,moderate,build_muscle,111,73,3393,193,432,98
male,58,182,40,low,gain_weight,60,58,2259,126,287,67
male,83,172,37,moderate,gain_weight,106,117,2949,142,399,86
female,88,170,40,moderate,build_muscle,99,42,2806,182,371,65
female,56,170,32,high,lose_weight,48,172,1816,121,226,46
female,54,176,39,high,lose_weight,32,118,1469,87,176,46
female,82,173,33,moderate,lose_weight,62,177,1825,161,202,40
male,83,159,43,low,gain_weight,103,142,2249,165,258,61
male,82,180,33,low,gain_weight,87,170,2599,139,331,79
female,93,179,44,high,build_muscle,95,54,3285,159,456,91
male,52,151,27,low,lose_weight,44,50,901,110,52,27
male,51,158,34,moderate,build_muscle,63,96,2269,94,342,57
male,85,163,28,moderate,lose_weight,70,135,1901,144,234,42
male,57,160,28,low,build_muscle,63,95,2044,118,281,49
male,90,156,35,moderate,gain_weight,108,177,3091,166,407,88
male,50,172,20,low,lose_weight,43,135,1374,95,164,36
male,55,164,33,high,gain_weight,67,176,2867,119,432,73
male,57,179,40,high,lose_weight,41,160,1936,99,246,61
female,97,156,24,low,gain_weight,110,130,2302,196,245,59
male,98,190,29,high,lose_weight,87,81,2828,180,347,79
female,97,176,31,high,gain_weight,107,152,3341,165,434,104
female,78,156,45,moderate,gain_weight,97,133,2381,161,291,63
female,57,186,28,low,lose_weight,34,57,989,106,82,26
female,61,184,25,high,build_muscle,63,73,2942,110,458,74
female,71,157,47,high,build_muscle,80,117,2560,114,367,70
male,92,181,39,low,build_muscle,101,142,2637,191,280,83
female,84,155,39,moderate,gain_weight,98,85,2610,150,363,61
male,71,162,31,moderate,lose_weight,42,87,1692,147,162,50
male,74,183,21,high,gain_weight,86,162,3543,161,502,99
male,68,150,38,moderate,gain_weight,78,154,2479,126,325,74
female,58,161,33,high,lose_weight,45,52,1394,114,159,33
female,56,177,43,high,gain_weight,66,162,2568,113,339,84
male,81,179,45,high,gain_weight,101,130,3213,145,477,80
male,100,179,24,high,lose_weight,78,159,2742,163,327,86
female,57,168,35,low,lose_weight,45,43,779,116,35,18
male,76,183,28,high,lose_weight,52,89,2363,159,309,54
male,62,177,34,high,gain_weight,78,32,2961,133,404,89
female,87,152,37,high,build_muscle,102,134,2842,161,355,86
male,68,181,21,moderate,gain_weight,88,31,2861,126,428,71
female,99,166,21,moderate,lose_weight,79,102,1983,213,178,46
male,50,181,28,high,build_muscle,56,72,2900,92,432,88
male,69,187,22,moderate,lose_weight,62,129,2222,133,291,58
female,56,161,46,low,gain_weight,58,33,1755,112,231,41
male,96,166,27,moderate,gain_weight,115,172,3166,190,441,70
female,69,178,25,moderate,lose_weight,60,173,1894,132,244,43
female,55,161,18,low,gain_weight,59,98,2004,107,263,57
female,75,186,28,high,build_muscle,85,161,3109,161,388,101
female,76,178,23,low,build_muscle,80,145,2276,165,268,59
male,88,151,42,low,build_muscle,113,98,2302,160,279,60
female,66,182,23,low,build_muscle,78,104,2107,126,265,60
male,75,159,50,moderate,build_muscle,85,132,2506,129,371,55
male,85,175,29,low,build_muscle,98,167,2544,143,357,59
male,56,182,31,low,gain_weight,61,85,2178,96,329,52
female,58,160,27,moderate,gain_weight,68,32,2324,113,347,53
female,58,153,48,high,gain_weight,63,143,2230,120,299,60
female,76,188,44,low,build_muscle,89,54,2134,134,274,55
male,78,171,36,moderate,lose_weight,69,43,1888,148,205,52
female,89,187,39,high,build_muscle,96,122,3217,179,453,76
male,82,154,30,high,gain_weight,86,64,3212,155,471,78
female,55,161,31,high,lose_weight,36,78,1360,118,138,37
female,75,166,44,high,build_muscle,88,66,2653,139,327,87
male,59,169,19,moderate,lose_weight,53,124,2119,120,258,67
female,58,184,33,low,lose_weight,49,104,959,118,70,22
male,69,151,39,moderate,build_muscle,74,108,2680,143,378,65
